S6 Preheat,,
blank,"Date : 15/07/2021, 08:47:57",
256,2.526,0.3
257,2.432,0.4
258,2.336,0.5
259,2.25,0.6
260,2.183,0.7
261,2.137,0.7
262,2.099,0.8
263,2.058,0.9
264,2.011,1
265,1.959,1.1
266,1.912,1.2
267,1.873,1.3
268,1.842,1.4
269,1.815,1.5
270,1.79,1.6
271,1.764,1.7
272,1.743,1.8
273,1.732,1.9
274,1.724,1.9
275,1.712,1.9
276,1.696,2
277,1.686,2.1
278,1.678,2.1
279,1.669,2.1
280,1.661,2.2
281,1.651,2.2
282,1.647,2.3
283,1.646,2.3
284,1.645,2.3
285,1.641,2.3
286,1.636,2.3
287,1.635,2.3
288,1.635,2.3
289,1.633,2.3
290,1.627,2.4
291,1.624,2.4
292,1.624,2.4
293,1.623,2.4
294,1.619,2.4
295,1.615,2.4
296,1.613,2.4
297,1.612,2.4
298,1.612,2.4
299,1.612,2.4
300,1.607,2.5
301,1.6,2.5
302,1.593,2.6
303,1.59,2.6
304,1.584,2.6
305,1.57,2.7
306,1.561,2.7
307,1.551,2.8
308,1.54,2.9
309,1.531,2.9
310,1.524,3
311,1.516,3
312,1.506,3.1
313,1.492,3.2
314,1.477,3.3
315,1.471,3.4
316,1.467,3.4
317,1.45,3.5
318,1.433,3.7
319,1.42,3.8
320,1.407,3.9
321,1.389,4.1
322,1.368,4.3
323,1.354,4.4
324,1.345,4.5
325,1.336,4.6
326,1.325,4.7
327,1.309,4.9
328,1.293,5.1
329,1.275,5.3
330,1.258,5.5
331,1.243,5.7
332,1.232,5.9
333,1.221,6
334,1.209,6.2
335,1.195,6.4
336,1.18,6.6
337,1.166,6.8
338,1.154,7
339,1.14,7.2
340,1.125,7.5
341,1.109,7.8
342,1.095,8
343,1.086,8.2
344,1.084,8.2
345,1.074,8.4
346,1.062,8.7
347,1.048,8.9
348,1.036,9.2
349,1.024,9.5
350,1.013,9.7
351,1,10
352,0.99,10.2
353,0.981,10.4
354,0.97,10.7
355,0.965,10.8
356,0.964,10.9
357,0.956,11.1
358,0.945,11.3
359,0.932,11.7
360,0.932,11.7
361,0.933,11.7
362,0.932,11.7
363,0.924,11.9
364,0.914,12.2
365,0.907,12.4
366,0.901,12.6
367,0.895,12.7
368,0.885,13
369,0.876,13.3
370,0.87,13.5
371,0.865,13.7
372,0.858,13.9
373,0.85,14.1
374,0.844,14.3
375,0.84,14.5
376,0.841,14.4
377,0.841,14.4
378,0.841,14.4
379,0.835,14.6
380,0.828,14.8
381,0.821,15.1
382,0.817,15.2
383,0.815,15.3
384,0.812,15.4
385,0.809,15.5
386,0.807,15.6
387,0.804,15.7
388,0.8,15.9
389,0.791,16.2
390,0.778,16.7
391,0.775,16.8
392,0.771,17
393,0.768,17.1
394,0.765,17.2
395,0.759,17.4
396,0.756,17.5
397,0.751,17.7
398,0.747,17.9
399,0.743,18.1
400,0.738,18.3
401,0.733,18.5
402,0.729,18.7
403,0.729,18.7
404,0.728,18.7
405,0.727,18.7
406,0.724,18.9
407,0.72,19.1
408,0.717,19.2
409,0.716,19.2
410,0.714,19.3
411,0.711,19.4
412,0.71,19.5
413,0.706,19.7
414,0.702,19.9
415,0.701,19.9
416,0.697,20.1
417,0.693,20.3
418,0.689,20.5
419,0.687,20.6
420,0.685,20.6
421,0.685,20.7
422,0.685,20.7
423,0.683,20.7
424,0.681,20.9
425,0.68,20.9
426,0.68,20.9
427,0.679,21
428,0.676,21.1
429,0.675,21.1
430,0.672,21.3
431,0.671,21.3
432,0.669,21.4
433,0.666,21.6
434,0.664,21.7
435,0.662,21.8
436,0.66,21.9
437,0.658,22
438,0.656,22.1
439,0.653,22.2
440,0.652,22.3
441,0.65,22.4
442,0.65,22.4
443,0.65,22.4
444,0.647,22.6
445,0.645,22.7
446,0.644,22.7
447,0.642,22.8
448,0.641,22.9
449,0.64,22.9
450,0.639,22.9
451,0.638,23
452,0.637,23.1
453,0.636,23.1
454,0.635,23.2
455,0.633,23.3
456,0.631,23.4
457,0.628,23.5
458,0.625,23.7
459,0.623,23.8
460,0.623,23.8
461,0.623,23.8
462,0.623,23.8
463,0.623,23.8
464,0.621,23.9
465,0.619,24
466,0.618,24.1
467,0.617,24.1
468,0.617,24.1
469,0.617,24.2
470,0.613,24.4
471,0.612,24.4
472,0.611,24.5
473,0.609,24.6
474,0.608,24.7
475,0.607,24.7
476,0.605,24.8
477,0.604,24.9
478,0.603,25
479,0.6,25.1
480,0.596,25.4
481,0.59,25.7
482,0.585,26
483,0.584,26
484,0.588,25.8
485,0.59,25.7
486,0.59,25.7
487,0.588,25.8
488,0.588,25.8
489,0.587,25.9
490,0.583,26.1
491,0.582,26.2
492,0.584,26.1
493,0.585,26
494,0.584,26.1
495,0.58,26.3
496,0.577,26.5
497,0.577,26.5
498,0.577,26.5
499,0.576,26.5
500,0.575,26.6
501,0.573,26.7
502,0.571,26.9
503,0.569,27
504,0.568,27.1
505,0.566,27.2
506,0.563,27.3
507,0.562,27.4
508,0.56,27.5
509,0.559,27.6
510,0.557,27.7
511,0.557,27.8
512,0.556,27.8
513,0.556,27.8
514,0.553,28
515,0.55,28.2
516,0.549,28.3
517,0.548,28.3
518,0.549,28.2
519,0.549,28.2
520,0.549,28.3
521,0.545,28.5
522,0.544,28.6
523,0.539,28.9
524,0.539,28.9
525,0.535,29.1
526,0.533,29.3
527,0.533,29.3
528,0.538,29
529,0.542,28.7
530,0.539,28.9
531,0.536,29.1
532,0.536,29.1
533,0.536,29.1
534,0.536,29.1
535,0.534,29.2
536,0.533,29.3
537,0.53,29.5
538,0.527,29.7
539,0.522,30
540,0.524,30
541,0.525,29.8
542,0.53,29.5
543,0.53,29.5
544,0.528,29.7
545,0.526,29.8
546,0.526,29.8
547,0.526,29.8
548,0.525,29.8
549,0.524,29.9
550,0.521,30.1
551,0.519,30.3
552,0.519,30.3
553,0.519,30.3
554,0.519,30.3
555,0.519,30.3
556,0.518,30.3
557,0.517,30.4
558,0.516,30.5
559,0.515,30.5
560,0.512,30.8
561,0.51,30.9
562,0.509,31
563,0.509,31
564,0.509,31
565,0.509,31
566,0.51,30.9
567,0.51,30.9
568,0.51,30.9
569,0.509,31
570,0.509,31
571,0.508,31.1
572,0.508,31
573,0.509,31
574,0.509,31
575,0.51,30.9
576,0.51,30.9
577,0.511,30.9
578,0.511,30.8
579,0.511,30.9
580,0.51,30.9
581,0.509,31
582,0.509,31
583,0.509,31
584,0.509,31
585,0.508,31
586,0.508,31
587,0.508,31.1
588,0.507,31.1
589,0.507,31.1
590,0.507,31.1
591,0.508,31
592,0.508,31
593,0.508,31.1
594,0.507,31.1
595,0.507,31.1
596,0.508,31.1
597,0.509,31
598,0.511,30.8
599,0.511,30.8
600,0.51,30.9
601,0.509,31
602,0.506,31.2
603,0.505,31.2
604,0.507,31.1
605,0.509,31
606,0.511,30.9
607,0.51,30.9
608,0.51,30.9
609,0.51,30.9
610,0.511,30.8
611,0.512,30.7
612,0.512,30.7
613,0.512,30.7
614,0.512,30.8
615,0.512,30.8
616,0.512,30.8
617,0.512,30.8
618,0.511,30.8
619,0.511,30.8
620,0.511,30.8
621,0.511,30.8
622,0.511,30.8
623,0.511,30.9
624,0.51,30.9
625,0.51,30.9
626,0.51,30.9
627,0.511,30.8
628,0.512,30.8
629,0.512,30.8
630,0.512,30.7
631,0.512,30.8
632,0.512,30.8
633,0.511,30.8
634,0.512,30.8
635,0.512,30.7
636,0.512,30.7
637,0.512,30.7
638,0.512,30.7
639,0.512,30.7
640,0.511,30.8
641,0.511,30.8
642,0.511,30.9
643,0.51,30.9
644,0.51,30.9
645,0.51,30.9
646,0.51,30.9
647,0.509,31
648,0.508,31
649,0.508,31
650,0.508,31
651,0.508,31.1
652,0.507,31.1
653,0.507,31.1
654,0.507,31.1
655,0.507,31.1
656,0.505,31.3
657,0.504,31.4
658,0.503,31.4
659,0.503,31.4
660,0.504,31.4
661,0.504,31.4
662,0.504,31.3
663,0.504,31.4
664,0.504,31.4
665,0.503,31.4
666,0.501,31.5
667,0.501,31.6
668,0.5,31.7
669,0.499,31.7
670,0.499,31.7
671,0.499,31.7
672,0.498,31.8
673,0.497,31.8
674,0.496,31.9
675,0.494,32
676,0.493,32.1
677,0.491,32.3
678,0.49,32.4
679,0.488,32.5
680,0.488,32.5
681,0.488,32.5
682,0.488,32.5
683,0.488,32.5
684,0.488,32.5
685,0.487,32.5
686,0.486,32.6
687,0.484,32.8
688,0.483,32.9
689,0.482,32.9
690,0.481,33.1
691,0.48,33.1
692,0.479,33.2
693,0.477,33.4
694,0.475,33.5
695,0.473,33.7
696,0.471,33.8
697,0.468,34
698,0.468,34.1
699,0.468,34.1
700,0.468,34.1
701,0.468,34.1
702,0.467,34.1
703,0.466,34.2
704,0.465,34.3
705,0.464,34.4
706,0.461,34.6
707,0.461,34.6
708,0.459,34.8
709,0.458,34.9
710,0.457,34.9
711,0.456,35
712,0.453,35.2
713,0.453,35.3
714,0.452,35.3
715,0.451,35.4
716,0.451,35.4
717,0.449,35.6
718,0.449,35.6
719,0.449,35.6
720,0.448,35.6
721,0.448,35.7
722,0.446,35.8
723,0.444,36
724,0.443,36
725,0.442,36.1
726,0.442,36.2
727,0.441,36.3
728,0.44,36.3
729,0.44,36.3
730,0.438,36.5
731,0.437,36.6
732,0.434,36.8
733,0.433,36.9
734,0.431,37.1
735,0.43,37.2
736,0.428,37.3
737,0.425,37.6
738,0.423,37.8
739,0.422,37.8
740,0.42,38
741,0.419,38.1
742,0.416,38.3
743,0.415,38.5
744,0.415,38.5
745,0.414,38.5
746,0.413,38.7
747,0.411,38.8
748,0.409,39
749,0.408,39
750,0.408,39.1
751,0.406,39.3
752,0.405,39.4
753,0.405,39.4
754,0.403,39.5
755,0.402,39.6
756,0.402,39.6
757,0.4,39.8
758,0.399,39.9
759,0.399,39.9
760,0.397,40.1
761,0.396,40.2
762,0.395,40.2
763,0.392,40.5
764,0.39,40.8
765,0.39,40.8
766,0.389,40.8
767,0.389,40.8
768,0.389,40.8
769,0.389,40.8
770,0.388,40.9
771,0.385,41.2
772,0.385,41.2
773,0.384,41.3
774,0.383,41.4
775,0.382,41.5
776,0.381,41.6
777,0.381,41.6
778,0.379,41.8
779,0.379,41.8
780,0.378,41.9
781,0.378,41.9
782,0.376,42.1
783,0.373,42.4
784,0.372,42.4
785,0.371,42.6
786,0.37,42.6
787,0.369,42.7
788,0.368,42.8
789,0.367,42.9
790,0.366,43.1
791,0.365,43.2
792,0.364,43.3
793,0.363,43.3
794,0.363,43.4
795,0.361,43.5
796,0.361,43.6
797,0.361,43.6
798,0.358,43.9
799,0.358,43.9
800,0.356,44.1
801,0.354,44.3
802,0.352,44.5
803,0.35,44.6
804,0.349,44.8
805,0.347,45
806,0.347,45
807,0.345,45.2
808,0.345,45.2
809,0.343,45.4
810,0.343,45.4
811,0.341,45.6
812,0.341,45.6
813,0.341,45.7
814,0.34,45.7
815,0.338,46
816,0.336,46.1
817,0.332,46.6
818,0.332,46.6
819,0.33,46.7
820,0.329,46.9
821,0.328,47
822,0.32,47.8
823,0.317,48.2
824,0.321,47.8
825,0.322,47.6
826,0.326,47.2
827,0.326,47.2
828,0.323,47.5
829,0.323,47.5
830,0.324,47.4
831,0.325,47.3
832,0.325,47.3
833,0.323,47.6
834,0.32,47.8
835,0.319,48
836,0.32,47.8
837,0.321,47.8
838,0.321,47.8
839,0.321,47.7
840,0.321,47.7
841,0.321,47.8
842,0.319,48
843,0.319,48
844,0.319,48
845,0.32,47.9
846,0.319,48
847,0.316,48.3
848,0.317,48.2
849,0.317,48.2
850,0.317,48.2
851,0.317,48.2
852,0.314,48.5
853,0.314,48.6
854,0.312,48.8
855,0.312,48.8
856,0.312,48.8
857,0.311,48.8
858,0.306,49.4
859,0.306,49.4
860,0.307,49.3
861,0.307,49.3
862,0.307,49.4
863,0.306,49.5
864,0.305,49.5
865,0.305,49.5
866,0.305,49.5
867,0.306,49.5
868,0.305,49.5
869,0.304,49.7
870,0.304,49.7
871,0.304,49.7
872,0.304,49.7
873,0.304,49.7
874,0.3,50.2
875,0.299,50.3
876,0.299,50.2
877,0.298,50.4
878,0.298,50.4
879,0.296,50.6
880,0.296,50.6
881,0.291,51.1
882,0.281,52.3
883,0.281,52.4
884,0.282,52.3
885,0.287,51.6
886,0.29,51.3
887,0.292,51
888,0.292,51
889,0.292,51.1
890,0.292,51.1
891,0.292,51.1
892,0.29,51.2
893,0.29,51.3
894,0.288,51.6
895,0.286,51.8
896,0.286,51.8
897,0.289,51.4
898,0.289,51.4
899,0.29,51.3
900,0.29,51.3
901,0.288,51.5
902,0.287,51.6
903,0.287,51.7
904,0.285,51.9
905,0.283,52.1
906,0.283,52.2
907,0.282,52.2
908,0.283,52.1
909,0.283,52.1
910,0.283,52.1
911,0.283,52.1
912,0.283,52.1
913,0.282,52.2
914,0.282,52.2
915,0.282,52.2
916,0.28,52.4
917,0.278,52.7
918,0.278,52.7
919,0.278,52.8
920,0.278,52.7
921,0.279,52.6
922,0.279,52.6
923,0.279,52.6
924,0.279,52.6
925,0.279,52.6
926,0.279,52.6
927,0.279,52.6
928,0.279,52.6
929,0.279,52.6
930,0.279,52.6
931,0.279,52.6
932,0.279,52.6
933,0.279,52.6
934,0.277,52.8
935,0.277,52.9
936,0.276,52.9
937,0.276,52.9
938,0.276,53
939,0.275,53.1
940,0.273,53.3
941,0.274,53.3
942,0.273,53.3
943,0.274,53.3
944,0.273,53.3
945,0.273,53.3
946,0.272,53.4
947,0.272,53.4
948,0.272,53.5
949,0.271,53.5
950,0.282,52.3
951,0.294,50.8
952,0.297,50.4
953,0.299,50.3
954,0.3,50.2
955,0.303,49.8
956,0.305,49.5
957,0.308,49.2
958,0.311,48.8
959,0.313,48.6
960,0.315,48.4
961,0.316,48.3
962,0.318,48.1
963,0.318,48.1
964,0.319,47.9
965,0.321,47.7
966,0.324,47.4
967,0.326,47.3
968,0.33,46.8
969,0.334,46.4
970,0.338,45.9
971,0.338,45.9
972,0.339,45.9
973,0.336,46.2
974,0.33,46.8
975,0.329,46.9
976,0.329,46.9
977,0.328,46.9
978,0.326,47.2
979,0.318,48
980,0.306,49.4
981,0.303,49.7
982,0.298,50.3
983,0.293,50.9
984,0.29,51.3
985,0.298,50.3
986,0.302,49.9
987,0.315,48.4
988,0.322,47.7
989,0.323,47.5
990,0.322,47.6
991,0.319,48
992,0.31,49
993,0.304,49.7
994,0.296,50.6
995,0.291,51.1
996,0.285,51.8
997,0.285,51.9
998,0.286,51.8
999,0.284,52
"1,000.00",0.29,51.3
"1,001.00",0.296,50.6
"1,002.00",0.299,50.2
"1,003.00",0.302,49.9
"1,004.00",0.302,49.8
"1,005.00",0.304,49.7
"1,006.00",0.305,49.5
"1,007.00",0.305,49.5
"1,008.00",0.304,49.6
"1,009.00",0.305,49.6
"1,010.00",0.303,49.8
"1,011.00",0.303,49.8
"1,012.00",0.303,49.7
"1,013.00",0.301,50
"1,014.00",0.3,50.1
"1,015.00",0.297,50.5
"1,016.00",0.297,50.5
"1,017.00",0.302,49.9
"1,018.00",0.304,49.7
"1,019.00",0.304,49.7
"1,020.00",0.306,49.4
"1,021.00",0.307,49.3
"1,022.00",0.308,49.2
"1,023.00",0.311,48.9
"1,024.00",0.313,48.6
"1,025.00",0.316,48.3
"1,026.00",0.317,48.2
"1,027.00",0.317,48.2
"1,028.00",0.318,48.1
"1,029.00",0.32,47.9
"1,030.00",0.321,47.7
"1,031.00",0.322,47.7
"1,032.00",0.326,47.2
"1,033.00",0.33,46.8
"1,034.00",0.331,46.7
"1,035.00",0.33,46.7
"1,036.00",0.331,46.7
"1,037.00",0.336,46.1
"1,038.00",0.336,46.1
"1,039.00",0.338,45.9
"1,040.00",0.341,45.6
"1,041.00",0.343,45.4
"1,042.00",0.345,45.2
"1,043.00",0.345,45.2
"1,044.00",0.346,45.1
"1,045.00",0.347,45
"1,046.00",0.348,44.9
"1,047.00",0.348,44.9
"1,048.00",0.35,44.6
"1,049.00",0.351,44.6
"1,050.00",0.354,44.3
"1,051.00",0.354,44.3
"1,052.00",0.355,44.2
"1,053.00",0.356,44.1
"1,054.00",0.357,44
"1,055.00",0.357,43.9
"1,056.00",0.359,43.8
"1,057.00",0.364,43.2
"1,058.00",0.37,42.6
"1,059.00",0.385,41.2
"1,060.00",0.392,40.5
"1,061.00",0.393,40.5
"1,062.00",0.397,40.1
"1,063.00",0.395,40.3
"1,064.00",0.4,39.8
"1,065.00",0.401,39.7
"1,066.00",0.402,39.7
"1,067.00",0.403,39.6
"1,068.00",0.406,39.3
"1,069.00",0.411,38.8
"1,070.00",0.414,38.5
"1,071.00",0.413,38.7
"1,072.00",0.412,38.7
"1,073.00",0.412,38.7
"1,074.00",0.413,38.6
"1,075.00",0.414,38.6
"1,076.00",0.416,38.3
"1,077.00",0.424,37.7
"1,078.00",0.424,37.7
"1,079.00",0.424,37.7
"1,080.00",0.424,37.7
"1,081.00",0.423,37.7
"1,082.00",0.425,37.6
"1,083.00",0.426,37.5
"1,084.00",0.426,37.5
"1,085.00",0.426,37.5
"1,086.00",0.426,37.5
"1,087.00",0.427,37.4
"1,088.00",0.426,37.5
"1,089.00",0.429,37.2
"1,090.00",0.439,36.4
"1,091.00",0.439,36.4
"1,092.00",0.439,36.4
"1,093.00",0.439,36.4
"1,094.00",0.439,36.4
"1,095.00",0.436,36.7
"1,096.00",0.449,35.6
"1,097.00",0.448,35.7
"1,098.00",0.443,36
"1,099.00",0.447,35.7
"1,100.00",0.381,41.5
,,
,,
S6 Irrad 9,,
S6 Irrad 9 1,"Date : 15/07/2021, 16:48:17",
Wavelength (nm),ABS,%T
190,2.469,0.3
191,2.526,0.3
192,2.588,0.3
193,2.645,0.2
194,2.679,0.2
195,2.732,0.2
196,2.795,0.2
197,2.879,0.1
198,2.932,0.1
199,2.939,0.1
200,2.941,0.1
201,2.949,0.1
202,2.987,0.1
203,2.995,0.1
204,2.996,0.1
205,2.993,0.1
206,2.992,0.1
207,3,0.1
208,3,0.1
209,3,0.1
210,3,0.1
211,3,0.1
212,2.998,0.1
213,3,0.1
214,2.999,0.1
215,3,0.1
216,3,0
217,3,0
218,3,0
219,3,0
220,3,0
221,3,0
222,3,0
223,3,0
224,3,0.1
225,3,0.1
226,2.973,0.1
227,2.941,0.1
228,2.932,0.1
229,2.909,0.1
230,2.907,0.1
231,2.903,0.1
232,2.881,0.1
233,2.869,0.1
234,2.834,0.1
235,2.821,0.2
236,2.808,0.2
237,2.783,0.2
238,2.772,0.2
239,2.755,0.2
240,2.727,0.2
241,2.701,0.2
242,2.682,0.2
243,2.668,0.2
244,2.668,0.2
245,2.664,0.2
246,2.635,0.2
247,2.597,0.3
248,2.582,0.3
249,2.577,0.3
250,2.566,0.3
251,2.532,0.3
252,2.494,0.3
253,2.447,0.4
254,2.409,0.4
255,2.368,0.4
256,2.315,0.5
257,2.257,0.6
258,2.198,0.6
259,2.137,0.7
260,2.084,0.8
261,2.042,0.9
262,2.01,1
263,1.981,1
264,1.942,1.1
265,1.9,1.3
266,1.859,1.4
267,1.823,1.5
268,1.793,1.6
269,1.769,1.7
270,1.747,1.8
271,1.723,1.9
272,1.703,2
273,1.689,2
274,1.68,2.1
275,1.669,2.1
276,1.656,2.2
277,1.644,2.3
278,1.636,2.3
279,1.631,2.3
280,1.623,2.4
281,1.613,2.4
282,1.607,2.5
283,1.605,2.5
284,1.604,2.5
285,1.602,2.5
286,1.596,2.5
287,1.594,2.5
288,1.594,2.5
289,1.594,2.5
290,1.588,2.6
291,1.587,2.6
292,1.587,2.6
293,1.587,2.6
294,1.583,2.6
295,1.579,2.6
296,1.579,2.6
297,1.579,2.6
298,1.577,2.6
299,1.577,2.6
300,1.574,2.7
301,1.57,2.7
302,1.567,2.7
303,1.564,2.7
304,1.557,2.8
305,1.55,2.8
306,1.543,2.9
307,1.534,2.9
308,1.526,3
309,1.519,3
310,1.514,3.1
311,1.506,3.1
312,1.499,3.2
313,1.487,3.3
314,1.475,3.3
315,1.469,3.4
316,1.461,3.5
317,1.446,3.6
318,1.433,3.7
319,1.421,3.8
320,1.408,3.9
321,1.39,4.1
322,1.371,4.3
323,1.359,4.4
324,1.35,4.5
325,1.341,4.6
326,1.329,4.7
327,1.314,4.9
328,1.298,5
329,1.283,5.2
330,1.265,5.4
331,1.25,5.6
332,1.238,5.8
333,1.228,5.9
334,1.217,6.1
335,1.203,6.3
336,1.188,6.5
337,1.176,6.7
338,1.164,6.9
339,1.15,7.1
340,1.135,7.3
341,1.119,7.6
342,1.105,7.8
343,1.096,8
344,1.089,8.1
345,1.083,8.3
346,1.071,8.5
347,1.059,8.7
348,1.046,9
349,1.035,9.2
350,1.024,9.5
351,1.01,9.8
352,1,10
353,0.992,10.2
354,0.982,10.4
355,0.977,10.6
356,0.974,10.6
357,0.967,10.8
358,0.954,11.1
359,0.946,11.3
360,0.946,11.3
361,0.947,11.3
362,0.947,11.3
363,0.941,11.5
364,0.932,11.7
365,0.922,12
366,0.913,12.2
367,0.906,12.4
368,0.898,12.6
369,0.891,12.9
370,0.885,13
371,0.879,13.2
372,0.873,13.4
373,0.865,13.6
374,0.858,13.9
375,0.855,14
376,0.856,13.9
377,0.857,13.9
378,0.857,13.9
379,0.852,14.1
380,0.844,14.3
381,0.837,14.5
382,0.834,14.7
383,0.83,14.8
384,0.828,14.9
385,0.826,14.9
386,0.824,15
387,0.819,15.2
388,0.813,15.4
389,0.806,15.6
390,0.794,16.1
391,0.79,16.2
392,0.787,16.3
393,0.782,16.5
394,0.781,16.6
395,0.776,16.7
396,0.771,16.9
397,0.769,17
398,0.765,17.2
399,0.761,17.3
400,0.757,17.5
401,0.753,17.7
402,0.75,17.8
403,0.748,17.9
404,0.748,17.9
405,0.748,17.9
406,0.744,18
407,0.742,18.1
408,0.737,18.3
409,0.735,18.4
410,0.734,18.5
411,0.731,18.6
412,0.727,18.7
413,0.726,18.8
414,0.723,18.9
415,0.72,19.1
416,0.717,19.2
417,0.714,19.3
418,0.711,19.5
419,0.708,19.6
420,0.707,19.6
421,0.707,19.6
422,0.707,19.6
423,0.706,19.7
424,0.705,19.7
425,0.704,19.8
426,0.702,19.9
427,0.7,19.9
428,0.699,20
429,0.696,20.1
430,0.694,20.2
431,0.694,20.3
432,0.691,20.4
433,0.69,20.4
434,0.687,20.5
435,0.686,20.6
436,0.683,20.7
437,0.682,20.8
438,0.68,20.9
439,0.678,21
440,0.676,21.1
441,0.675,21.1
442,0.675,21.1
443,0.673,21.2
444,0.671,21.4
445,0.668,21.5
446,0.667,21.5
447,0.666,21.6
448,0.666,21.6
449,0.665,21.6
450,0.663,21.8
451,0.661,21.8
452,0.66,21.9
453,0.659,21.9
454,0.657,22
455,0.655,22.1
456,0.652,22.3
457,0.649,22.4
458,0.646,22.6
459,0.646,22.6
460,0.646,22.6
461,0.646,22.6
462,0.646,22.6
463,0.645,22.7
464,0.642,22.8
465,0.641,22.9
466,0.639,22.9
467,0.638,23
468,0.638,23
469,0.635,23.2
470,0.635,23.2
471,0.633,23.3
472,0.631,23.4
473,0.628,23.5
474,0.627,23.6
475,0.624,23.8
476,0.623,23.8
477,0.621,24
478,0.619,24.1
479,0.617,24.2
480,0.612,24.4
481,0.606,24.8
482,0.601,25
483,0.6,25.1
484,0.606,24.8
485,0.608,24.6
486,0.606,24.8
487,0.605,24.9
488,0.605,24.8
489,0.604,24.9
490,0.6,25.1
491,0.599,25.2
492,0.601,25.1
493,0.601,25.1
494,0.597,25.3
495,0.593,25.5
496,0.591,25.6
497,0.591,25.6
498,0.591,25.6
499,0.589,25.8
500,0.587,25.9
501,0.584,26.1
502,0.582,26.2
503,0.582,26.2
504,0.581,26.2
505,0.58,26.3
506,0.578,26.4
507,0.576,26.6
508,0.575,26.6
509,0.573,26.7
510,0.572,26.8
511,0.571,26.9
512,0.571,26.9
513,0.57,26.9
514,0.568,27
515,0.566,27.2
516,0.563,27.4
517,0.563,27.4
518,0.564,27.3
519,0.564,27.3
520,0.563,27.3
521,0.562,27.4
522,0.558,27.7
523,0.554,27.9
524,0.552,28.1
525,0.549,28.2
526,0.549,28.3
527,0.55,28.2
528,0.555,27.9
529,0.557,27.8
530,0.553,28
531,0.55,28.2
532,0.551,28.1
533,0.551,28.1
534,0.551,28.1
535,0.551,28.1
536,0.55,28.2
537,0.547,28.4
538,0.543,28.7
539,0.54,28.8
540,0.542,28.7
541,0.545,28.5
542,0.547,28.4
543,0.546,28.4
544,0.546,28.5
545,0.545,28.5
546,0.544,28.5
547,0.544,28.6
548,0.544,28.6
549,0.543,28.7
550,0.541,28.8
551,0.54,28.9
552,0.54,28.9
553,0.54,28.9
554,0.54,28.9
555,0.539,28.9
556,0.538,29
557,0.537,29.1
558,0.536,29.1
559,0.536,29.1
560,0.532,29.3
561,0.531,29.5
562,0.53,29.5
563,0.527,29.7
564,0.527,29.7
565,0.529,29.6
566,0.529,29.6
567,0.529,29.5
568,0.529,29.5
569,0.528,29.6
570,0.528,29.6
571,0.529,29.6
572,0.529,29.6
573,0.53,29.5
574,0.53,29.5
575,0.531,29.5
576,0.531,29.4
577,0.532,29.4
578,0.532,29.4
579,0.532,29.4
580,0.532,29.4
581,0.532,29.4
582,0.532,29.4
583,0.532,29.4
584,0.532,29.4
585,0.532,29.4
586,0.533,29.3
587,0.533,29.3
588,0.533,29.3
589,0.533,29.3
590,0.534,29.2
591,0.534,29.2
592,0.534,29.2
593,0.534,29.3
594,0.534,29.3
595,0.534,29.3
596,0.536,29.1
597,0.537,29
598,0.539,28.9
599,0.539,28.9
600,0.538,29
601,0.537,29.1
602,0.536,29.1
603,0.536,29.1
604,0.538,29
605,0.54,28.8
606,0.541,28.8
607,0.54,28.8
608,0.54,28.9
609,0.541,28.8
610,0.542,28.7
611,0.542,28.7
612,0.542,28.7
613,0.543,28.6
614,0.544,28.6
615,0.544,28.6
616,0.544,28.6
617,0.544,28.6
618,0.544,28.6
619,0.544,28.6
620,0.544,28.5
621,0.545,28.5
622,0.545,28.5
623,0.544,28.5
624,0.544,28.6
625,0.544,28.6
626,0.545,28.5
627,0.545,28.5
628,0.546,28.4
629,0.547,28.4
630,0.547,28.4
631,0.547,28.4
632,0.547,28.4
633,0.547,28.4
634,0.548,28.3
635,0.548,28.3
636,0.548,28.3
637,0.548,28.3
638,0.548,28.3
639,0.548,28.3
640,0.549,28.3
641,0.549,28.3
642,0.549,28.3
643,0.548,28.3
644,0.548,28.3
645,0.548,28.3
646,0.548,28.3
647,0.548,28.3
648,0.548,28.3
649,0.547,28.4
650,0.547,28.4
651,0.547,28.4
652,0.547,28.4
653,0.547,28.4
654,0.547,28.4
655,0.546,28.5
656,0.545,28.5
657,0.544,28.6
658,0.543,28.6
659,0.543,28.6
660,0.544,28.6
661,0.544,28.6
662,0.544,28.6
663,0.544,28.6
664,0.543,28.6
665,0.543,28.7
666,0.542,28.7
667,0.541,28.8
668,0.54,28.8
669,0.539,28.9
670,0.539,28.9
671,0.538,29
672,0.538,29
673,0.537,29
674,0.536,29.1
675,0.536,29.1
676,0.534,29.2
677,0.533,29.3
678,0.531,29.4
679,0.53,29.5
680,0.53,29.5
681,0.53,29.5
682,0.53,29.5
683,0.529,29.6
684,0.528,29.7
685,0.526,29.8
686,0.525,29.9
687,0.523,30
688,0.522,30.1
689,0.521,30.1
690,0.519,30.3
691,0.518,30.3
692,0.517,30.4
693,0.516,30.5
694,0.515,30.5
695,0.512,30.8
696,0.51,30.9
697,0.507,31.1
698,0.507,31.1
699,0.507,31.1
700,0.507,31.1
701,0.506,31.2
702,0.506,31.2
703,0.504,31.4
704,0.502,31.5
705,0.502,31.5
706,0.499,31.7
707,0.497,31.8
708,0.496,31.9
709,0.495,32
710,0.493,32.1
